Fecha,Hora,Lux Natural,Lux Total,Hum Suelo %,Hum Suelo RAW,Temp Amb C,Hum Amb %,Luz Estado,Riego Estado
2026-04-28,12:59:19,0,0,63,64,0,0,OFF,OFF
2026-04-28,12:59:36,0,0,58,71,0,0,OFF,OFF
2026-04-28,12:59:52,0,0,61,67,0,0,OFF,OFF
2026-04-28,13:00:09,0,0,57,72,0,0,OFF,OFF
2026-04-28,13:00:26,0,0,59,69,0,0,OFF,OFF
2026-04-28,13:05:04,0,0,0,0,0,0,OFF,REGANDO
2026-04-28,13:05:25,0,0,80,49,0,0,OFF,OFF
2026-04-28,13:07:24,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:07:45,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:08:06,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:08:27,0,0,81,47,0,0,OFF,OFF
2026-04-28,13:08:42,0,0,79,52,0,0,OFF,OFF
2026-04-28,13:08:57,0,0,0,0,0,0,OFF,REGANDO
2026-04-28,13:09:18,0,0,81,48,0,0,OFF,OFF
2026-04-28,13:09:33,0,0,77,57,0,0,OFF,OFF
2026-04-28,13:09:48,0,0,76,60,0,0,OFF,OFF
2026-04-28,13:10:03,0,0,1,251,0,0,OFF,REGANDO
2026-04-28,13:13:19,0,0,0,0,0,0,OFF,REGANDO
2026-04-28,13:13:40,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:14:01,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:14:22,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:14:43,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:15:04,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:15:25,0,0,92,18,0,0,OFF,OFF
2026-04-28,13:15:40,0,0,90,24,0,0,OFF,OFF
2026-04-28,13:15:55,0,0,90,24,0,0,OFF,OFF
2026-04-28,13:16:10,0,0,90,24,0,0,OFF,OFF
2026-04-28,13:16:25,0,0,1,250,0,0,OFF,REGANDO
2026-04-28,13:16:46,0,0,87,33,0,0,OFF,OFF
2026-04-28,13:17:01,0,0,0,0,0,0,OFF,REGANDO
2026-04-28,13:17:22,0,0,0,0,0,0,OFF,REGANDO
2026-04-28,13:17:43,0,0,0,0,0,0,OFF,REGANDO
2026-04-28,13:18:04,0,0,85,37,0,0,OFF,OFF
2026-04-28,13:18:19,0,0,86,35,0,0,OFF,OFF
2026-04-28,13:18:34,0,0,0,0,0,0,OFF,REGANDO
2026-04-28,13:18:55,0,0,0,0,0,0,OFF,REGANDO
2026-04-28,13:19:16,0,0,1,251,0,0,OFF,REGANDO
2026-04-28,13:19:37,0,0,1,252,0,0,OFF,REGANDO
2026-04-28,13:19:58,0,0,75,62,0,0,OFF,OFF
2026-04-28,13:20:14,0,0,78,54,0,0,OFF,OFF
2026-04-28,13:20:29,0,0,76,60,0,0,OFF,OFF
2026-04-28,13:20:44,0,0,1,251,0,0,OFF,REGANDO
2026-04-28,13:21:05,0,0,72,69,0,0,OFF,OFF
2026-04-28,13:21:20,0,0,73,68,0,0,OFF,OFF
2026-04-28,13:21:35,0,0,73,67,0,0,OFF,OFF
